string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14
KEY;AÑO;PERIODO;ZONA;REGION;COMUNA_INCOIN;DIRECCION;NUMERO;LONGITUD;LATITUD;TIPO DE PROPIEDAD;PROYECTO;DESARROLLADOR;VENDE;CONSTRUYE;NOMBRE TIPOLOGIA;TIPO DE COCINA;TIPO CATEGORIA;INICIO VENTAS;FECHA ENTREGA ESTIMADA;ESTADO OBRA;ESTADO PROYECTO;STOCK INICIAL;OFERTA DEL PERIODO;OFERTA DISPONIBLE;UNIDADES VENDIDAS;TIPOLOGIA;PLAZAS;PRECIO PROMEDIO;SUPERFICIE PROMEDIO;SUP TERRAZA PROMEDIO;SUPERFICIE TERRENO;UF/M² PROMEDIO;UNIDADES/MES (P);UNIDADES/MES (A);MESES PARA AGOTAR STOCK (A);PRECIO MINIMO UF;PRECIO MAXIMO UF;MESES EN VENTA;NRO. PISOS;CANT ESTACIONAMIENTOS;PRECIO ESTACIONAMIENTO;PRECIO BODEGA;PILOTO DISPONIBLE;SALA DE VENTAS EN EL PROYECTO;DESCUENTO PROMEDIO;TIPO DE SUBSIDIO,,,,,,,,,,,,,,
1P 2016 EDIFICIO MIRADOR VISTALEGRE;2016;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;mayo-2016;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;14,6;6;25;350;50;-;-;0%;SIN SUBSIDIO,,,,,,
1P 2017 EDIFICIO MIRADOR VISTALEGRE;2017;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;26,9;6;25;350;50;NO;NO;0%;SIN SUBSIDIO,,,,,,
1P 2018 EDIFICIO MIRADOR VISTALEGRE;2018;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;1;1D-1B;2;3.490,0;61,35;0;-;56,9;0,2;0,0;0;3490;3490;39,1;6;25;350;50;NO;NO;0%;SIN SUBSIDIO,,,,,,
1P 2019 EDIFICIO MIRADOR VISTALEGRE;2019;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;0,0;-;0;-;-;0,0;0,0;0;0;0;51,2;6;25;350;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,,
1P 2020 EDIFICIO MIRADOR VISTALEGRE;2020;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;VENDIDO;1;0;0;0;1D-1B;2;0,0;-;0;-;-;0,0;0,0;0;0;0;63,7;6;25;350;50;SI;SI;0%;SIN SUBSIDIO,,,,,,,,
2P 2015 EDIFICIO MIRADOR VISTALEGRE;2015;2P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;mayo-2016;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;11,5;6;25;350;50;-;-;0%;SIN SUBSIDIO,,,,,,
2P 2016 EDIFICIO MIRADOR VISTALEGRE;2016;2P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;20,6;6;25;350;50;-;-;0%;SIN SUBSIDIO,,,,,,
2P 2017 EDIFICIO MIRADOR VISTALEGRE;2017;2P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;33,1;6;25;350;50;NO;NO;0%;SIN SUBSIDIO,,,,,,
2P 2018 EDIFICIO MIRADOR VISTALEGRE;2018;2P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;0,0;-;0;-;-;0,0;0,0;0;0;0;45,1;6;25;350;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,,
2P 2019 EDIFICIO MIRADOR VISTALEGRE;2019;2P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;diciembre-2016;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;0,0;-;0;-;-;0,0;0,0;0;0;0;57,4;6;25;350;50;SI;SI;0%;SIN SUBSIDIO,,,,,,,,
1P 2019 EDIFICIO LIV IN;2019;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2020;OBRA GRUESA;EN VENTA;8;0;0;2;1D-1B;2;7.475,0;67,30;8,4;-;111,1;0,7;0,5;6;7130;7820;10,2;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,
1P 2020 EDIFICIO LIV IN;2020;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,4;0;0;0;22,4;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
1P 2021 EDIFICIO LIV IN;2021;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;34,6;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
1P 2022 EDIFICIO LIV IN;2022;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;46,9;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
1P 2023 EDIFICIO LIV IN;2023;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;59,3;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
1P 2024 EDIFICIO LIV IN;2024;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;71,7;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
1P 2025 EDIFICIO LIV IN;2025;1P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;83,9;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
2P 2018 EDIFICIO LIV IN;2018;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2020;POR CONSTRUIR;NUEVO;8;8;0;0;1D-1B;2;7.475,0;67,30;8,4;-;111,1;0,0;0,0;-;7130;7820;1,2;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,
2P 2019 EDIFICIO LIV IN;2019;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2020;OBRA GRUESA;EN VENTA;8;0;0;3;1D-1B;2;7.475,0;67,30;8,4;-;111,1;1,0;0,6;0;7130;7820;13,2;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,
2P 2020 EDIFICIO LIV IN;2020;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,3;0;0;0;25,4;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
2P 2021 EDIFICIO LIV IN;2021;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;37,6;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
2P 2022 EDIFICIO LIV IN;2022;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;50,0;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
2P 2023 EDIFICIO LIV IN;2023;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;62,4;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
2P 2024 EDIFICIO LIV IN;2024;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;74,9;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
2P 2025 EDIFICIO LIV IN;2025;2P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;87,0;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
3P 2018 EDIFICIO LIV IN;2018;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2020;POR CONSTRUIR;EN VENTA;8;0;0;1;1D-1B;2;7.475,0;67,30;8,4;-;111,1;0,3;0,2;29;7130;7820;4,1;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,
3P 2019 EDIFICIO LIV IN;2019;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,5;0;0;0;16,3;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
3P 2020 EDIFICIO LIV IN;2020;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,3;0;0;0;28,5;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
3P 2021 EDIFICIO LIV IN;2021;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;40,7;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
3P 2022 EDIFICIO LIV IN;2022;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;53,2;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
3P 2023 EDIFICIO LIV IN;2023;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;65,4;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
3P 2024 EDIFICIO LIV IN;2024;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;78,0;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
3P 2025 EDIFICIO LIV IN;2025;3P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;90,2;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
4P 2018 EDIFICIO LIV IN;2018;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;julio-2020;OBRA GRUESA;EN VENTA;8;0;0;2;1D-1B;2;7.475,0;67,30;8,4;-;111,1;0,6;0,4;12;7130;7820;7,2;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,
4P 2019 EDIFICIO LIV IN;2019;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,4;0;0;0;19,4;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
4P 2020 EDIFICIO LIV IN;2020;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,3;0;0;0;31,5;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
4P 2021 EDIFICIO LIV IN;2021;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;enero-2022;TERMINACIONES;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,2;0;0;0;43,8;8;-;430;100;NO;SI;0%;SIN SUBSIDIO,,,,,,,
4P 2022 EDIFICIO LIV IN;2022;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;56,3;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
4P 2023 EDIFICIO LIV IN;2023;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;68,6;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
4P 2024 EDIFICIO LIV IN;2024;4P;CENTRO;RM;LO BARNECHEA;RAUL LABBE;12650;-33,3653;-70,51568;DEPARTAMENTO;EDIFICIO LIV IN;PAZ;PAZ;MANQUEHUE;2;INTEGRADA;DUPLEX;01-05-2018;noviembre-2022;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;0,0;-;8,4;-;-;0,0;0,1;0;0;0;81,0;8;-;430;100;NO;SI;10%;SIN SUBSIDIO,,,,,,,
1P 2021 EDIFICIO KTEDRAL;2021;1P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,2;0;0;0;10,5;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
1P 2022 EDIFICIO KTEDRAL;2022;1P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;22,5;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
2P 2020 EDIFICIO KTEDRAL;2020;2P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;OBRA GRUESA;NUEVO;2;2;0;1;1D-1B;2;3.303,0;45,23;9,7;-;73,0;0,5;0,5;2;3303;3303;1,8;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,
2P 2021 EDIFICIO KTEDRAL;2021;2P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;13,4;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
2P 2022 EDIFICIO KTEDRAL;2022;2P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;25,5;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
3P 2020 EDIFICIO KTEDRAL;2020;3P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;OBRA GRUESA;EN VENTA;2;0;0;1;1D-1B;2;3.383,0;45,23;9,7;-;74,8;0,4;0,4;0;3383;3383;4,5;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,
3P 2021 EDIFICIO KTEDRAL;2021;3P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;16,3;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
3P 2022 EDIFICIO KTEDRAL;2022;3P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;28,6;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
4P 2020 EDIFICIO KTEDRAL;2020;4P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,3;0;0;0;7,6;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
4P 2021 EDIFICIO KTEDRAL;2021;4P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;19,4;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
4P 2022 EDIFICIO KTEDRAL;2022;4P;CENTRO;RM;SANTIAGO;CATEDRAL;2143;-33,4388;-70,66647;DEPARTAMENTO;EDIFICIO KTEDRAL;ICRECER;ICRECER;ICRECER;-;INTEGRADA;DUPLEX;02-05-2020;diciembre-2021;ENTREGADO;VENDIDO;2;0;0;0;1D-1B;2;0,0;-;9,7;-;-;0,0;0,1;0;0;0;31,6;5;-;400;50;NO;NO;0%;SIN SUBSIDIO,,,,,,,
1P 2015 EDIFICIO INSPIRACION;2015;1P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;diciembre-2017;OBRA GRUESA;EN VENTA;2;1;0;1;1D-1B;2;4.100,0;60,05;24,3;-;68,3;0,3;0,3;0;4100;4100;7,1;14;95;0;0;-;-;0%;SIN SUBSIDIO,,,,,
1P 2016 EDIFICIO INSPIRACION;2016;1P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;mayo-2017;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;17,3;14;95;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
